Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
44932 -794 -219 -455 393540 -27090 -176960
44942 -776 -335 -317 335230 -21490 -164080
44951 -742 -371 -288 287280 -16590 -143780
44961 -732 -316 -242 244020 -14980 -119770
44971 -733 -369 -215 199010 -14910 -92050
44980 -777 -352 -139 149170 -20160 -66570
44990 -803 -349 -78 92610 -30380 -44730
45000 -795 -411 -156 26460 -46830 -27930
45009 -816 -416 -111 -44170 -58380 -20650
45019 -811 -437 -134 -112490 -68040 -17850
45028 -793 -442 -201 -174650 -75670 -16240
45038 -762 -442 -266 -226590 -76440 -13230
45048 -715 -440 -329 -264600 -72240 -5740
45057 -691 -449 -365 -291130 -65100 5110
45067 -673 -441 -418 -310100 -57260 17080
45076 -673 -412 -466 -322980 -49140 29400
45086 -674 -370 -491 -332710 -41720 41930
45096 -689 -322 -523 -345380 -37310 53550
45105 -707 -254 -538 -365540 -37240 62090
45115 -719 -189 -530 -393470 -42000 67970
45125 -720 -126 -536 -429520 -53270 71820
45134 -680 -40 -563 -469630 -69580 74550
45144 -684 42 -533 -507220 -88060 78190
45153 -630 126 -571 -537950 -108080 85400
45163 -645 165 -539 -560000 -125510 96390
45173 -651 265 -527 -572460 -139790 111440
45182 -681 362 -478 -579740 -152670 129220
45192 -707 436 -460 -586110 -168630 142170
45201 -748 480 -419 -592130 -185360 143220
45211 -784 562 -353 -595210 -200060 130620
45221 -819 607 -333 -589960 -210840 107590
45230 -846 628 -310 -573860 -212870 76230
45240 -876 634 -204 -544390 -203700 41440
45250 -849 639 -210 -496720 -187040 10080
45259 -818 683 -217 -429450 -162470 -11970
45269 -811 696 -158 -352450 -128660 -22540
45278 -825 700 -95 -272580 -92820 -22470
45288 -862 693 -33 -194250 -60970 -14070
45298 -896 678 4 -126420 -35490 -910
45307 -910 655 43 -74970 -15960 12390
45317 -934 644 97 -41020 -1330 22190
45326 -960 622 142 -26250 8120 25830
45336 -966 586 171 -29540 12180 22400
45346 -954 586 190 -45290 11200 12810
45355 -952 599 212 -70350 5950 -490
45365 -965 626 212 -98840 -3780 -13230
45375 -902 550 171 -120050 -16870 -21980
45384 -902 536 211 -127470 -28910 -30030
45394 -912 517 176 -121310 -40320 -34510
45403 -891 472 167 -107520 -47040 -34440
45413 -859 429 146 -86310 -48230 -31780
45423 -846 411 123 -57190 -42700 -27020
45432 -845 394 104 -21420 -31500 -19530
45442 -841 380 85 24920 -15680 -10920
45451 -837 399 49 85540 4480 0
45461 -819 448 19 157640 29680 15960
45471 -803 517 -35 239330 59780 35980
45480 -843 559 -149 332850 93870 55650
45490 -848 673 -305 447580 130830 71890
45500 -838 828 -483 579950 168630 86030
45509 -784 1017 -643 720370 202370 97580
45519 -758 1157 -682 855400 222810 108780
45528 -725 1296 -614 965650 213010 116130
45538 -532 1289 -1424 1030540 167230 112070
45548 -767 1260 -941 1053010 153300 93520
45557 -859 1013 -830 1029420 117950 60690
45567 -868 623 -1192 955430 44590 7490
45576 -972 486 -727 850360 -910 -54180
45586 -914 294 -709 734930 -53340 -111510
45596 -873 78 -656 621180 -100660 -155890
45605 -868 -11 -471 518910 -125230 -184800
45615 -808 -126 -483 434210 -136150 -193480
45625 -760 -231 -421 370580 -133770 -184800
45634 -727 -262 -283 324520 -116340 -165270
45644 -696 -270 -181 289800 -100380 -140840
45653 -718 -244 -98 260470 -93380 -113540
45663 -721 -230 -146 230230 -91770 -86520
45673 -749 -286 -84 196070 -89390 -62090
45682 -772 -270 -34 157290 -87780 -47250
45692 -801 -285 0 113190 -90650 -39060
45701 -827 -301 16 67130 -93940 -33810
45711 -820 -304 17 24710 -94780 -29750
45721 -803 -341 -17 -9520 -90230 -23800
45730 -798 -376 -23 -34440 -78050 -16310
45740 -789 -382 -33 -49700 -60620 -7560
45750 -784 -389 -69 -56350 -40880 1750
45759 -788 -398 -108 -57470 -19670 11130
45769 -786 -402 -137 -54880 2170 19040
45778 -798 -406 -158 -51660 22820 24850
45788 -819 -414 -173 -52920 40320 28210
45798 -851 -411 -207 -61600 53130 28490
45807 -860 -398 -237 -79310 60900 25830
45817 -877 -379 -248 -105210 64330 22120
45826 -886 -369 -261 -138600 63280 19390
45836 -880 -334 -287 -176190 57400 19040
45846 -876 -301 -304 -215180 48790 22470
45855 -867 -269 -346 -255780 38290 28630
45865 -843 -235 -378 -294140 27090 36820
45875 -814 -200 -411 -328300 16520 48020
45884 -776 -139 -449 -357210 6650 62160
45894 -778 -99 -464 -380730 -2240 77770
45903 -775 -57 -525 -401520 -10990 92680
45913 -764 6 -540 -419930 -18970 104790
45923 -746 78 -555 -437430 -25830 113890
45932 -751 155 -540 -453670 -32060 120260
45942 -757 226 -524 -467740 -36470 125790
45951 -754 278 -532 -479500 -40460 129920
45961 -732 318 -561 -484680 -43120 129990
45971 -729 352 -532 -480200 -43050 124740
45980 -707 435 -499 -464030 -41720 116340
45990 -713 498 -460 -439040 -43960 108220
46000 -726 536 -464 -411320 -50610 98840
46009 -740 552 -451 -381780 -57260 86520
46019 -766 589 -418 -349930 -59780 72380
46028 -782 615 -394 -316470 -57960 58660
46038 -796 640 -373 -283710 -51870 46830
46048 -797 653 -344 -257040 -42140 36540
46057 -817 652 -301 -235410 -32200 27510
46067 -833 663 -271 -214970 -24010 20090
46076 -833 678 -260 -195650 -18340 14560
46086 -834 681 -250 -179900 -14490 10710
46096 -834 672 -244 -165480 -12250 7280
46105 -841 664 -241 -148470 -10080 3990
46115 -835 657 -237 -127260 -6930 2030
46125 -826 655 -232 -102060 -3080 1190
46134 -824 659 -229 -73640 840 1120
46144 -826 664 -235 -43120 3990 2100
46153 -838 691 -260 -10850 6090 4130
46163 -825 645 -274 22260 8470 7140
46173 -808 648 -259 56910 11410 8330
46182 -804 670 -357 95900 13230 8470
46192 -795 647 -442 143500 18970 11970
46201 -774 649 -510 209650 32410 17990
46211 -749 657 -568 306250 52570 25690
46221 -640 709 -768 441350 80150 35910
46230 -619 787 -990 599270 118090 48090
46240 -713 828 -794 746830 157920 53410
46250 -625 892 -1098 868350 166320 45010
46259 -641 1004 -1498 941780 151200 21280
46269 -838 914 -1002 974330 154280 -7560
46278 -853 643 -965 960890 119770 -41580
46288 -900 362 -1129 907830 60970 -87080
46298 -972 198 -749 824110 21630 -140700
46307 -903 4 -764 722120 -23310 -188160
46317 -869 -106 -563 610400 -58380 -223020
46326 -787 -253 -432 502040 -78680 -237580
46336 -707 -386 -396 410200 -91840 -237160
46346 -628 -386 -357 342230 -95760 -229600
46355 -568 -397 -232 295400 -92260 -209230
46365 -525 -409 -198 264670 -90580 -182000
46375 -551 -422 -51 239890 -87150 -151690
46384 -558 -474 -121 211470 -91980 -123410
46394 -579 -470 -74 178500 -94710 -101780
46403 -602 -479 1 142240 -93870 -83650
46413 -608 -492 2 102130 -96740 -67690
46423 -635 -519 28 59850 -97230 -52920
46432 -661 -553 25 19110 -95340 -38500
46442 -676 -571 4 -19180 -91070 -24780
46451 -701 -605 8 -55720 -83020 -12320
46461 -719 -636 -30 -89670 -73430 -2520
46471 -713 -656 -80 -118580 -61880 4410
46480 -710 -671 -122 -139650 -47530 10290
46490 -693 -673 -176 -153370 -31360 15820
46500 -668 -666 -219 -160930 -14350 21770
46509 -662 -654 -240 -164570 2380 28210
46519 -657 -640 -272 -167860 15890 34510
46528 -666 -620 -292 -173390 25900 40250
46538 -692 -587 -296 -185500 31710 45290
46548 -726 -564 -314 -208110 31640 48580
46557 -741 -532 -359 -241920 25340 49840
46567 -735 -477 -390 -283850 15190 49490
46576 -727 -413 -396 -329000 1120 50050
46586 -727 -348 -457 -378210 -17850 51870
46596 -707 -283 -516 -425040 -39200 55580
46605 -690 -207 -567 -464170 -60270 63420
46615 -671 -135 -628 -495880 -82180 74130
46625 -661 -59 -656 -517860 -103040 87010
46634 -669 25 -702 -533820 -123480 98840
46644 -693 108 -739 -546770 -142520 105630
46653 -715 190 -762 -557060 -157500 105700
46663 -761 188 -720 -564200 -164570 99610
46673 -781 277 -647 -560770 -167160 91490
46682 -805 366 -593 -549360 -169190 87220
46692 -821 401 -548 -536900 -172270 83510
46701 -818 404 -509 -522550 -174930 75530
46711 -832 449 -441 -502110 -175420 62090
46721 -837 492 -417 -474600 -175210 43820
46730 -841 524 -393 -442120 -170240 22540
46740 -863 528 -366 -406000 -159390 1960
46750 -878 550 -319 -363650 -144480 -15190
46759 -868 595 -302 -315280 -127260 -25340
46769 -879 603 -285 -266420 -107940 -26740
46778 -899 591 -245 -221270 -87780 -21770
46788 -919 582 -193 -180250 -69860 -14420
46798 -942 570 -138 -146440 -55930 -7770
46807 -967 535 -109 -124180 -48090 -4480
46817 -960 517 -71 -111020 -45500 -5110
46826 -970 522 -47 -104650 -46270 -8050
46836 -932 485 0 -105700 -48860 -11690
46846 -938 495 34 -111720 -51660 -17430
46855 -961 490 48 -119420 -55300 -25200
46865 -948 458 10 -124250 -60130 -33040
46875 -932 451 24 -121030 -59570 -38290
46884 -920 443 12 -105350 -55370 -39410
46894 -918 423 -4 -77630 -47810 -35770
46903 -927 399 -24 -38570 -36610 -29260
46913 -946 380 -73 11970 -21840 -21280
46923 -924 341 -137 77420 -2030 -11410
46932 -872 353 -205 165830 25550 2450
46942 -897 448 -282 270550 61950 20510
46951 -909 541 -347 384860 107100 41580
46961 -851 629 -507 520240 159670 66570
46971 -849 829 -678 672910 218610 91140
46980 -847 949 -677 821940 275870 109410
46990 -931 1012 -346 957950 308980 117530
47000 -636 974 -1287 1065820 290150 111160
47009 -820 1101 -1221 1124690 277760 87010
47019 -867 1021 -698 1138900 265860 57330
47028 -859 755 -1095 1093890 188300 13090
47038 -953 391 -654 1004010 132160 -45850
47048 -945 74 -623 888790 65380 -115850
47057 -950 92 -482 765590 6230 -184030
47067 -875 -231 -353 654500 -32200 -219100
47076 -799 -324 -348 548800 -52850 -228270
47086 -766 -406 -262 451220 -53550 -222250
47096 -712 -461 -157 369740 -44870 -199220
47105 -695 -445 -32 302400 -41090 -165970
47115 -707 -413 105 238910 -42980 -125790
47125 -694 -478 -6 173530 -57400 -83230
47134 -724 -480 -1 110180 -68950 -46200
47144 -722 -511 64 49350 -74690 -15400
47153 -718 -521 0 -9940 -83790 6720
47163 -722 -545 -12 -62930 -88620 21560
47173 -723 -542 -41 -106960 -87780 31150
47182 -730 -558 -93 -141470 -83650 37100
47192 -734 -566 -139 -165900 -75530 40670
47201 -704 -575 -223 -179340 -63980 43400
47211 -692 -571 -270 -182630 -47390 46270
47221 -671 -577 -314 -178010 -27510 49350
47230 -670 -569 -335 -166670 -7420 52500
47240 -658 -548 -357 -153160 11410 55230
47250 -673 -529 -354 -142940 26600 56630
47259 -678 -508 -369 -139860 37310 56770
47269 -705 -498 -360 -145530 42840 55160
47278 -722 -474 -384 -159880 42420 51940
47288 -728 -438 -397 -181020 37240 48650
47298 -711 -401 -426 -204680 28980 47530
47307 -707 -369 -458 -227150 18970 49770
47317 -710 -332 -485 -247660 8330 55300
47326 -714 -290 -503 -267400 -2100 63420
47336 -735 -237 -526 -289170 -13440 71540
47346 -764 -181 -553 -317310 -26460 76790
47355 -779 -120 -555 -349510 -41230 79380
47365 -788 -61 -570 -382900 -57610 81480
47375 -789 8 -589 -417830 -75110 82810
47384 -798 62 -597 -453950 -91840 83230
47394 -785 123 -600 -487830 -109130 83230
47403 -769 207 -573 -513240 -126140 84630
47413 -758 249 -600 -531510 -140910 87430
47423 -777 275 -556 -542010 -148400 88970
47432 -787 366 -492 -537950 -151060 90020
47442 -797 415 -476 -526890 -153580 89320
47451 -828 460 -424 -516250 -154420 82390
47461 -837 487 -383 -504000 -154350 67900
47471 -847 523 -322 -485590 -153160 47320
47480 -854 571 -285 -462350 -150920 22960
47490 -867 597 -237 -434560 -146020 -700
47500 -867 614 -215 -402500 -138040 -20300
47509 -872 607 -162 -365260 -127750 -34090
47519 -881 607 -122 -323190 -116830 -41930
47528 -905 601 -99 -280910 -107450 -44590
47538 -939 577 -81 -241920 -99400 -43890
47548 -965 559 -58 -204610 -91070 -41300
47557 -964 530 -28 -166810 -81410 -37520
47567 -957 506 -13 -128170 -70490 -33040
47576 -963 479 -5 -90510 -58940 -29540
47586 -994 465 -17 -52990 -46970 -27650
47596 -963 406 -34 -12110 -34510 -26320
47605 -1011 415 -92 38780 -18690 -26530
47615 -971 444 -116 111440 4200 -22260
47625 -927 518 -188 214340 33390 -4480
47634 -911 589 -336 338800 75670 24010
47644 -816 615 -529 489230 137690 57330
47653 -727 762 -711 673540 217070 91140
47663 -828 991 -740 862400 296520 117740
47673 -963 1178 -452 1014860 349720 131320
47682 -687 1186 -1062 1116990 343840 128590
47692 -933 1055 -894 1163960 321930 104650
47701 -921 969 -913 1175300 304080 69720
47711 -924 716 -872 1136870 243390 20370
47721 -915 401 -638 1056720 182070 -38920
47730 -916 46 -531 952840 112980 -102550
47740 -919 38 -515 834960 47530 -162260
47750 -874 -163 -381 710010 2520 -195510
47759 -816 -328 -254 581700 -23450 -203700
47769 -705 -500 -376 454510 -40740 -196070
47778 -751 -433 -91 334250 -42490 -181930
47788 -740 -350 -60 227290 -53130 -164990
47798 -702 -352 -172 137060 -73850 -132300
47807 -706 -442 -74 65030 -87990 -91280
47817 -687 -469 -120 10290 -96950 -53200
47826 -682 -491 -194 -31640 -101710 -22540
47836 -686 -517 -236 -61950 -96810 2240
47846 -691 -522 -236 -81550 -86100 20580
47855 -693 -525 -232 -94010 -73780 32760
47865 -692 -554 -265 -101220 -62020 40530
47875 -686 -547 -305 -104020 -48930 43610
47884 -695 -537 -314 -103950 -32550 43960
47894 -713 -538 -326 -104650 -15540 42980
47903 -712 -541 -348 -107450 770 40320
47913 -703 -531 -358 -110810 16170 37030
47923 -672 -513 -372 -114380 29120 34370
47932 -663 -503 -392 -119000 37870 32340
47942 -628 -484 -440 -125650 42210 31080
47951 -635 -457 -437 -134960 42980 30660
47961 -631 -415 -469 -147420 38780 31570
47971 -657 -395 -477 -163660 30450 34090
47980 -682 -378 -497 -184240 19180 36890
47990 -712 -349 -508 -209020 6650 39200
48000 -744 -309 -519 -238000 -5950 40530
48009 -799 -285 -516 -273560 -17780 40040
48019 -818 -257 -549 -315560 -29050 36330
48028 -797 -194 -556 -354690 -37800 32620
48038 -762 -122 -576 -386540 -44170 34090
48048 -727 -56 -632 -413350 -50820 41440
48057 -705 4 -656 -434210 -57960 52780
48067 -704 67 -656 -451360 -66080 64680
48076 -691 156 -664 -469770 -76160 73990
48086 -708 243 -644 -491260 -87500 79380
48096 -729 308 -643 -516460 -98490 80220
48105 -751 318 -628 -540190 -106820 76090
48115 -756 443 -538 -551880 -111790 69090
48125 -773 529 -527 -554470 -120540 61950
48134 -790 544 -532 -554750 -132020 49700
48144 -800 572 -464 -547470 -138950 32760
48153 -805 609 -415 -532350 -143920 15120
48163 -803 624 -377 -513100 -145600 -1400
48173 -811 647 -344 -489440 -144480 -15610
48182 -836 665 -280 -458360 -138740 -27020
48192 -848 663 -243 -420140 -131040 -35840
48201 -863 665 -209 -376320 -121240 -42490
48211 -873 657 -187 -329350 -108850 -46270
48221 -887 652 -155 -280140 -93030 -47040
48230 -903 650 -118 -229880 -76300 -45430
48240 -919 625 -96 -179200 -58520 -42910
48250 -922 607 -78 -128030 -39760 -40460
48259 -928 597 -65 -78050 -20510 -37450
48269 -954 566 -72 -33320 -1960 -34090
48278 -967 542 -79 10430 15540 -30660
48288 -970 522 -130 63560 33250 -23870
48298 -934 493 -154 132440 55930 -11550
48307 -872 514 -266 223300 86730 5530
48317 -854 550 -369 331800 130760 30380
48326 -845 575 -459 452060 184520 58100
48336 -848 660 -529 582750 240730 80710
48346 -866 824 -642 711620 290920 94360
48355 -915 901 -625 813820 326480 98070
48365 -926 851 -682 884730 335440 90720
48375 -787 770 -805 938980 322350 73570
48384 -704 677 -826 982310 302960 51380
48394 -727 547 -801 1004010 278320 22260
48403 -729 408 -945 992600 242340 -15890
48413 -840 245 -797 942830 208460 -60200
48423 -868 27 -552 864990 174230 -104160
48432 -796 -147 -532 759150 127470 -142100
48442 -779 -294 -454 624960 85120 -171920
48451 -749 -394 -321 470470 49070 -192920
48461 -688 -487 -205 320040 14490 -194530
48471 -650 -454 -134 188020 -23170 -181510
48480 -561 -453 -294 80990 -59010 -155120
48490 -539 -533 -281 -4480 -77210 -115780
48500 -505 -589 -255 -66920 -82670 -73290
48509 -468 -631 -381 -107940 -90230 -35350
48519 -468 -607 -390 -130760 -87290 -5460
48528 -479 -584 -418 -142730 -79030 15680
48538 -464 -593 -486 -148120 -69510 28700
48548 -478 -593 -528 -149660 -55930 32970
48557 -491 -588 -554 -148330 -38850 29540
48567 -486 -564 -594 -142870 -21490 21490
48576 -475 -541 -627 -133210 -4060 11620
48586 -457 -538 -652 -120120 13510 2450
48596 -431 -529 -664 -102130 29680 -4900
48605 -406 -520 -677 -79660 43470 -10080
48615 -393 -514 -683 -56000 53410 -12740
48625 -382 -506 -682 -34160 58590 -13090
48634 -376 -499 -690 -17640 58450 -11480
48644 -392 -500 -679 -9310 53620 -8680
48653 -413 -506 -678 -9590 45640 -5110
48663 -432 -510 -683 -18690 35070 -1260
48673 -450 -506 -695 -35630 24220 3080
48682 -466 -507 -711 -57330 14140 7490
48692 -481 -499 -735 -80290 5390 11620
48701 -494 -481 -760 -102480 -1330 15540
48711 -494 -462 -779 -122080 -6020 20300
48721 -493 -434 -796 -137410 -10010 26180
48730 -494 -402 -812 -148610 -14280 32830
48740 -511 -367 -819 -157430 -19390 39970
48750 -504 -332 -847 -167580 -25270 46340
48759 -534 -301 -839 -183680 -31360 50190
48769 -557 -244 -830 -205380 -39620 51520
48778 -590 -202 -824 -233450 -50190 50820
48788 -602 -147 -814 -267750 -62510 47320
48798 -608 -70 -786 -304640 -75670 43750
48807 -619 -5 -774 -343350 -90160 43330
48817 -624 60 -744 -383530 -105210 45780
48826 -626 136 -715 -426650 -120820 49490
48836 -621 203 -687 -472990 -138460 52850
48846 -626 255 -639 -518420 -158200 54320
48855 -658 389 -579 -558950 -180600 54110
48865 -693 494 -542 -595700 -204820 51450
48875 -728 538 -526 -629860 -227500 44240
48884 -750 596 -502 -655200 -244090 32480
48894 -780 660 -420 -667590 -251230 17640
48903 -772 709 -391 -669900 -250950 1470
48913 -798 721 -322 -663320 -241290 -17500
48923 -817 730 -269 -645190 -223650 -39130
48932 -829 753 -196 -612640 -201320 -61880
48942 -821 758 -157 -564970 -176750 -83580
48951 -831 749 -108 -502740 -150010 -101080
48961 -846 740 -52 -428190 -123550 -111650
48971 -858 706 5 -347900 -100520 -113540
48980 -873 668 46 -271040 -82390 -108710
48990 -890 612 88 -204540 -68320 -97650
49000 -899 575 137 -149240 -56420 -81900
49009 -860 503 142 -103740 -45430 -64260
49019 -888 483 191 -67410 -33460 -50820
49028 -904 457 210 -41440 -21070 -41160
49038 -883 432 213 -24780 -9660 -32900
49048 -855 415 197 -11410 630 -27300
49057 -860 418 191 3780 10360 -22820
49067 -870 398 156 26810 19250 -18340
49076 -872 390 99 65590 28700 -12390
49086 -890 399 2 124950 42280 -3920
49096 -861 388 -112 210770 64050 8680
49105 -783 468 -221 334950 96950 28350
49115 -801 636 -285 481110 139370 54110
49125 -856 749 -376 617890 183820 81620
49134 -814 897 -465 738500 224210 104510
49144 -779 1066 -578 845880 255360 120750
49153 -821 1182 -488 934430 269990 128590
49163 -725 1175 -735 999600 254100 124110
49173 -747 1097 -1254 1027810 221970 105700
49182 -894 949 -820 1033970 219450 76790
49192 -806 789 -950 1017240 183260 37730
49201 -782 556 -1036 975030 126420 -10220
49211 -785 388 -910 911610 80710 -61670
49221 -795 175 -817 830620 34650 -109060
49230 -809 11 -692 739200 -8190 -147840
49240 -768 -17 -564 643580 -38850 -171990
49250 -751 -239 -435 550480 -58310 -174510
49259 -740 -297 -420 461510 -70700 -165690
49269 -745 -268 -275 379890 -73570 -150430
49278 -690 -344 -206 306950 -80640 -123690
49288 -673 -336 -132 243250 -89880 -90160
49298 -681 -346 -147 187670 -101920 -59710
49307 -702 -366 -131 136150 -110110 -32130
49317 -731 -391 -72 88270 -115080 -9240
49326 -732 -414 -112 45990 -122290 8050
49336 -733 -436 -119 10220 -124390 20720
49346 -735 -465 -109 -19670 -120120 29260
49355 -740 -477 -121 -44380 -112420 34090
49365 -751 -501 -133 -63350 -101080 36470
49375 -770 -515 -133 -77140 -86310 37310
49384 -770 -525 -140 -86590 -69160 36680
49394 -776 -527 -146 -92260 -49980 35560
49403 -773 -538 -167 -94570 -29610 35000
49413 -773 -537 -186 -94640 -8820 34230
