Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
21730 -711 -475 -374 75810 -38220 -43330
21740 -701 -489 -361 16520 -56280 -27300
21750 -683 -507 -385 -36330 -72450 -14000
21759 -679 -521 -411 -83510 -84420 -4550
21769 -674 -543 -432 -126490 -91070 770
21778 -668 -544 -427 -166180 -94710 2870
21788 -658 -529 -458 -202930 -98910 3220
21798 -663 -504 -467 -236600 -101780 4200
21807 -673 -472 -467 -269010 -103810 6860
21817 -683 -436 -490 -303870 -106890 10360
21826 -710 -386 -488 -343980 -110600 13510
21836 -741 -320 -491 -393190 -116410 14070
21846 -745 -239 -508 -450730 -125930 11900
21855 -698 -138 -507 -512260 -137830 9240
21865 -662 -102 -492 -577850 -150430 7280
21875 -686 0 -404 -640710 -166320 9380
21884 -728 139 -396 -700490 -194040 17640
21894 -741 306 -456 -763280 -235620 23800
21903 -747 439 -453 -830620 -281610 20230
21913 -789 464 -454 -896840 -327670 6300
21923 -842 485 -373 -946820 -368830 -18690
21932 -858 518 -325 -965020 -400540 -52570
21942 -898 566 -266 -950670 -413840 -92540
21951 -993 748 -140 -907130 -412650 -132790
21961 -912 701 -305 -829290 -407050 -163520
21971 -910 621 -181 -736120 -356020 -178990
21980 -975 525 12 -620270 -291270 -184100
21990 -1071 455 134 -493570 -231700 -183680
22000 -1087 371 168 -374710 -183610 -178080
22009 -1049 261 201 -270410 -145390 -163380
22019 -1037 170 239 -181720 -114100 -137130
22028 -1044 73 266 -112490 -89110 -102550
22038 -1025 16 260 -62790 -67340 -66710
22048 -969 -40 284 -27370 -45570 -35840
22057 -959 -18 297 -630 -21770 -11970
22067 -967 0 308 21980 -280 7420
22076 -954 22 330 39760 16870 20370
22086 -945 43 346 52850 27720 26460
22096 -957 71 358 59150 33040 27090
22105 -974 68 376 56840 32340 23800
22115 -986 63 399 47040 26040 16310
22125 -996 39 415 32340 14210 4620
22134 -994 32 411 16030 -70 -8610
22144 -978 29 401 1750 -14490 -19600
22153 -965 19 392 -7070 -26040 -26110
22163 -959 3 376 -8540 -33320 -27510
22173 -942 -7 348 210 -34860 -24780
22182 -923 -17 325 21000 -29190 -18900
22192 -916 -7 297 52570 -16170 -10920
22201 -937 -9 271 92260 2590 -1540
22211 -943 4 238 143640 25340 10010
22221 -926 27 184 210490 52430 24990
22230 -925 85 148 288260 84000 43050
22240 -959 157 112 370930 116900 62860
22250 -1010 234 65 454370 148260 83230
22259 -943 297 -20 549150 179620 105560
22269 -849 477 -154 666820 215390 131320
22278 -873 711 -266 786520 257950 156940
22288 -936 872 -306 881160 301630 175910
22298 -964 983 -335 945700 333550 183120
22307 -994 954 -384 984970 343840 175840
22317 -940 931 -322 1003450 327810 152600
22326 -807 811 -760 996870 284410 117250
22336 -899 720 -882 951300 250110 69090
22346 -1013 505 -712 883890 224070 18830
22355 -963 317 -640 808360 185850 -27930
22365 -881 221 -661 725970 139300 -70840
22375 -862 111 -574 644210 102690 -104440
22384 -852 -10 -532 570080 72730 -124740
22394 -830 -87 -520 503230 49000 -132440
22403 -817 -185 -477 437710 31920 -130760
22413 -811 -226 -388 373240 18550 -121590
22423 -822 -245 -365 308910 3360 -107310
22432 -852 -275 -316 241710 -13440 -89110
22442 -846 -310 -335 173530 -30730 -69090
22451 -861 -330 -273 105420 -45850 -50470
22461 -872 -346 -250 34090 -61180 -36050
22471 -868 -356 -253 -39830 -77840 -26740
22480 -892 -380 -231 -111650 -92470 -20930
22490 -901 -417 -266 -182770 -105910 -18270
22500 -888 -397 -294 -252910 -115920 -17780
22509 -892 -411 -284 -321090 -122500 -14210
22519 -899 -388 -292 -393750 -131460 -8330
22528 -882 -327 -352 -476980 -145460 -2660
22538 -828 -213 -352 -565670 -163170 5880
22548 -761 -107 -391 -661010 -185570 17710
22557 -722 -95 -363 -760550 -211120 29820
22567 -722 98 -271 -844760 -243810 42350
22576 -767 297 -271 -921480 -292740 55650
22586 -827 371 -364 -1001490 -354480 56630
22596 -815 456 -345 -1067500 -413770 39830
22605 -814 507 -305 -1110620 -462140 7910
22615 -819 513 -150 -1126440 -497840 -31850
22625 -940 637 -8 -1105370 -519330 -74130
22634 -861 620 -178 -1043700 -532140 -116060
22644 -880 462 -129 -969780 -500990 -152880
22653 -870 243 -87 -879130 -440790 -184030
22663 -839 48 -10 -760130 -367360 -206780
22673 -815 -104 95 -607460 -287420 -212520
22682 -794 -235 173 -425040 -210700 -191100
22692 -777 -348 256 -228340 -140280 -139790
22701 -772 -373 358 -41090 -75740 -67970
22711 -789 -321 446 109270 -16590 9660
22721 -801 -170 517 208950 36400 78610
22730 -816 5 621 255640 80500 128380
22740 -945 105 724 251580 113330 151690
22750 -1052 196 713 208810 127190 144620
22759 -1137 168 784 137480 122220 112980
22769 -1129 200 751 57260 97370 66360
22778 -1092 162 692 -12950 56630 18130
22788 -1054 118 570 -61040 12320 -19390
22798 -1022 84 484 -86310 -24710 -41160
22807 -970 -25 401 -97160 -48720 -48160
22817 -909 -113 366 -93380 -58940 -46760
22826 -866 -140 348 -76510 -55790 -40950
22836 -860 -152 372 -54740 -43470 -31640
22846 -862 -147 409 -32060 -27370 -20440
22855 -852 -129 434 -8890 -11550 -9520
22865 -856 -119 452 11480 3080 -840
22875 -883 -110 474 25760 14630 3850
22884 -906 -101 496 31990 21070 4550
22894 -919 -86 505 31430 21420 2660
22903 -939 -84 505 26810 16730 140
22913 -939 -84 486 22610 9730 -1540
22923 -934 -97 455 23310 4690 -1470
22932 -934 -112 425 33530 4970 910
22942 -930 -115 383 58800 12530 7630
22951 -944 -115 329 102900 29470 20650
22961 -957 -119 291 169190 58100 41720
22971 -901 -82 196 267750 100240 72940
22980 -884 38 97 404110 158340 110180
22990 -933 177 52 561190 231070 147140
23000 -972 369 -53 722050 306250 176820
23009 -994 553 -194 862470 372330 196000
23019 -985 714 -347 969710 424270 208250
23028 -977 793 -400 1045240 460950 215460
23038 -951 956 -478 1096550 478240 212660
23048 -943 937 -364 1124200 470820 200410
23057 -789 766 -561 1130990 431760 175630
23067 -746 678 -926 1104460 376810 135800
23076 -834 555 -735 1047970 341530 86660
23086 -800 413 -595 973280 293160 42420
23096 -715 257 -716 879690 223300 4200
23105 -753 96 -627 774620 162610 -28420
23115 -800 -74 -586 662410 109620 -56000
23125 -777 -230 -583 547610 63140 -77490
23134 -788 -294 -480 430430 27510 -93660
23144 -783 -367 -478 312340 -1330 -101150
23153 -793 -411 -393 202650 -25130 -94640
23163 -766 -417 -389 106680 -46620 -79450
23173 -740 -425 -412 26320 -66710 -53900
23182 -727 -418 -429 -39620 -80640 -25200
23192 -747 -431 -378 -94360 -89460 1400
23201 -761 -433 -419 -143990 -100940 20230
23211 -812 -419 -404 -194880 -109340 30520
23221 -854 -393 -388 -255920 -118160 32480
23230 -872 -334 -406 -329490 -130270 28700
23240 -868 -252 -399 -412020 -144690 23450
23250 -860 -176 -384 -500570 -162610 19810
23259 -811 -101 -430 -591990 -184520 18690
23269 -780 -18 -459 -682360 -205520 18830
23278 -768 95 -360 -768600 -224070 20230
23288 -792 300 -313 -847490 -253610 26530
23298 -818 395 -399 -928480 -298130 29610
23307 -805 428 -391 -1002960 -345940 18900
23317 -820 434 -311 -1056230 -388430 -2590
23326 -829 521 -257 -1076880 -425110 -31360
23336 -853 528 55 -1066030 -447790 -62510
23346 -904 662 -72 -1034320 -462490 -95900
23355 -891 556 -73 -984900 -462280 -129920
23365 -899 422 4 -928060 -430220 -164010
23375 -906 283 63 -854070 -380870 -195790
23384 -901 137 135 -756490 -325150 -218260
23394 -869 -1 186 -628670 -269500 -221900
23403 -831 -135 213 -471100 -215110 -199220
23413 -786 -282 248 -293580 -161070 -150570
23423 -777 -379 322 -114310 -104440 -85960
23432 -798 -332 419 42630 -45640 -19880
23442 -801 -220 509 156030 10150 38780
23451 -791 -18 616 216580 57820 84000
23461 -893 89 691 221410 94290 110250
23471 -1025 150 741 184380 114660 112490
23480 -1119 156 794 124530 115990 93450
23490 -1104 173 760 59360 97440 60690
23500 -1059 139 668 3850 65100 24360
23509 -1045 80 581 -35350 29610 -6090
23519 -1035 41 504 -55650 -2380 -26460
23528 -994 -16 456 -64400 -25060 -37660
23538 -951 -80 427 -66360 -37940 -43330
23548 -907 -113 402 -59360 -40950 -44940
23557 -875 -125 380 -44240 -34720 -40740
23567 -852 -121 397 -24010 -21000 -31150
23576 -860 -109 434 -4200 -4130 -20510
23586 -892 -101 464 7630 10500 -13090
23596 -914 -99 475 13440 19740 -10080
23605 -935 -113 444 21070 24080 -7910
23615 -927 -133 402 40530 28420 -3080
23625 -921 -109 368 80990 37520 7700
23634 -968 -106 318 136780 54040 24570
23644 -1001 -104 282 205590 79590 45500
23653 -936 -26 245 296100 115080 71750
23663 -915 83 197 404600 159740 103390
23673 -935 189 181 517090 211050 132720
23682 -950 298 97 627970 262290 154560
23692 -997 422 -12 728630 309190 170100
23701 -1005 531 -114 819140 351190 180320
23711 -969 661 -241 902580 387100 185990
23721 -953 780 -362 975660 415870 184730
23730 -948 827 -413 1040340 434000 173180
23740 -928 823 -399 1094380 433300 149660
23750 -795 717 -801 1127910 408660 114940
23759 -835 614 -957 1122590 385280 68320
23769 -940 516 -674 1084860 369950 19600
23778 -858 401 -617 1020530 328090 -22610
23788 -808 235 -510 932470 267190 -56210
23798 -820 10 -539 822430 203000 -83580
23807 -842 -141 -466 692300 147070 -107100
23817 -829 -245 -373 543900 98420 -126210
23826 -799 -345 -328 385070 51940 -137900
23836 -787 -367 -286 225960 9100 -142310
23846 -768 -435 -228 79450 -30520 -135520
23855 -683 -419 -354 -43120 -68180 -119770
23865 -639 -435 -354 -141050 -94360 -97160
23875 -579 -474 -501 -215810 -112770 -69580
23884 -573 -525 -490 -270690 -122990 -44100
23894 -582 -506 -500 -312690 -128100 -25480
23903 -590 -487 -506 -346290 -134400 -12390
23913 -627 -443 -507 -381360 -141330 -3430
23923 -678 -359 -553 -434210 -151690 -490
23932 -739 -252 -571 -513660 -163590 -3710
23942 -720 -134 -665 -617960 -178710 -13020
23951 -737 -3 -530 -733040 -195580 -26040
23961 -725 258 -525 -842940 -227850 -34160
23971 -768 412 -601 -945140 -280630 -36050
23980 -820 513 -633 -1035230 -340830 -41020
23990 -832 481 -547 -1096690 -398230 -52640
24000 -882 569 -491 -1121680 -446390 -71680
24009 -953 595 -379 -1109430 -474670 -93100
24019 -1107 650 172 -1074710 -481740 -121100
24028 -903 730 -354 -1021230 -478870 -151410
24038 -856 617 -198 -960050 -432810 -178430
24048 -921 530 45 -888020 -361130 -204610
24057 -1055 454 176 -801360 -299740 -225750
24067 -1114 330 209 -705180 -254660 -238980
24076 -1072 136 191 -598290 -220640 -241360
24086 -1005 -45 165 -476770 -189980 -227710
24096 -940 -206 153 -345310 -155890 -193130
24105 -880 -341 210 -215880 -116550 -141820
24115 -837 -374 285 -99890 -73150 -83650
24125 -811 -327 354 -10780 -28490 -25270
24134 -825 -266 422 43400 13300 27300
24144 -883 -189 465 67130 45010 65100
24153 -946 -132 504 68880 65030 84840
24163 -990 -95 523 58380 71260 86170
24173 -999 -71 519 42560 64680 72870
24182 -973 -59 479 25340 50120 52360
24192 -882 -70 358 9380 32550 32620
24201 -936 -91 459 -4830 17080 16590
24211 -940 -97 417 -13020 -70 5320
24221 -882 -118 394 -16100 -14350 1190
24230 -835 -152 351 -8960 -20370 4270
24240 -833 -162 331 10640 -16520 13230
24250 -834 -152 349 37380 -3640 24290
24259 -860 -145 367 65730 14350 33670
24269 -862 -120 373 96880 34440 40950
24278 -865 -87 353 133770 55720 47950
24288 -920 -66 338 174230 78050 55370
24298 -932 -51 319 224840 101710 64680
24307 -920 0 238 295890 129640 78190
24317 -992 21 165 376880 165620 95550
24326 -958 91 149 470190 210000 116200
24336 -911 215 57 582330 260050 142800
24346 -932 285 -51 694540 316400 171360
24355 -930 402 -194 800240 375550 195860
24365 -928 545 -312 892010 433090 214340
24375 -920 707 -395 964320 480970 221690
24384 -1016 740 -204 1018780 508830 214970
24394 -924 656 -550 1054200 499450 189770
24403 -867 682 -1201 1054060 468930 142170
24413 -1011 732 -404 1031800 466060 88410
24423 -781 506 -817 980560 403270 40880
24432 -770 400 -629 915460 338800 -4340
24442 -742 235 -652 835100 273840 -43820
24451 -777 57 -622 736960 208950 -78820
24461 -798 -75 -568 622090 152950 -109340
24471 -792 -205 -516 495040 102410 -132160
24480 -767 -309 -454 360780 58660 -146580
24490 -739 -398 -415 227850 20230 -148890
24500 -712 -477 -405 104370 -12810 -137900
24509 -669 -515 -392 -1960 -40530 -114030
24519 -610 -529 -461 -89180 -64330 -83300
24528 -584 -502 -518 -158200 -82530 -51520
24538 -561 -500 -543 -210910 -95130 -22750
24548 -556 -485 -598 -252980 -105560 -1190
24557 -566 -453 -660 -292110 -114240 11270
24567 -625 -410 -634 -336280 -121940 14560
24576 -671 -351 -660 -389410 -133980 10570
24586 -695 -229 -651 -447300 -148890 3990
24596 -737 -108 -663 -516530 -165620 -2310
24605 -746 0 -677 -598850 -184240 -9590
24615 -730 105 -640 -687050 -203210 -16660
24625 -770 212 -555 -774130 -226030 -21630
24634 -817 410 -548 -848330 -262500 -21000
24644 -860 523 -532 -915040 -311570 -21350
24653 -845 597 -593 -972860 -364140 -33460
24663 -905 486 -458 -1014160 -405790 -57330
24673 -1010 613 -369 -1033340 -429730 -94710
24682 -968 642 -356 -1024030 -434210 -136710
24692 -979 595 10 -996240 -412230 -180600
24701 -908 722 -184 -953610 -385560 -223860
24711 -897 614 -110 -882630 -352660 -258160
24721 -979 518 20 -794500 -303030 -279230
24730 -1062 393 71 -692720 -260540 -289240
24740 -1064 229 57 -584430 -229110 -289870
24750 -1025 19 26 -472710 -203420 -278740
24759 -961 -147 48 -359240 -177730 -252210
24769 -904 -282 89 -251090 -149450 -209860
24778 -851 -378 140 -158620 -116690 -157430
24788 -797 -418 211 -85820 -78400 -101500
24798 -744 -402 260 -29750 -36050 -46200
24807 -738 -357 283 14700 7280 4130
24817 -773 -303 321 50540 46200 44520
24826 -838 -283 376 76790 74550 70210
24836 -897 -233 392 92470 88620 79310
24846 -916 -199 399 96810 89250 74760
24855 -930 -174 433 90580 78260 62090
24865 -941 -155 475 74830 57610 45220
24875 -938 -144 455 48790 29400 26460
24884 -935 -144 440 14070 840 8120
24894 -926 -151 472 -22120 -23100 -7770
24903 -898 -163 476 -51100 -42910 -19040
24913 -879 -188 447 -66920 -56140 -25480
24923 -857 -197 426 -69370 -59290 -28700
24932 -849 -209 430 -62930 -53620 -28980
24942 -845 -224 428 -51450 -42770 -26250
24951 -843 -226 433 -36400 -29750 -20510
24961 -859 -231 439 -19950 -16940 -12320
24971 -878 -246 438 -2940 -6370 -3080
24980 -890 -253 419 16940 2100 6860
24990 -921 -259 402 41090 10570 18200
25000 -953 -287 372 73220 21280 31990
25009 -929 -257 321 122710 37800 50820
25019 -902 -242 262 193760 64750 76930
25028 -898 -212 202 280560 101780 107100
25038 -949 -169 150 377790 146510 134540
25048 -924 -64 69 488600 195020 158480
25057 -888 138 10 612360 244370 182280
25067 -905 290 -55 731430 292810 207200
25076 -884 468 -155 844270 338170 230300
25086 -838 639 -300 951020 381920 249130
25096 -849 755 -358 1042440 421960 258300
25105 -897 845 -171 1112510 448210 252630
25115 -755 847 -649 1156750 439880 232540
25125 -815 894 -872 1158430 424970 194530
25134 -934 823 -495 1127490 419930 149660
25144 -919 537 -627 1059660 364700 101500
25153 -899 404 -519 969010 312340 51030
25163 -884 253 -507 859530 253890 3990
25173 -910 135 -486 733320 195720 -37450
25182 -921 16 -462 594230 144060 -68180
25192 -881 -120 -468 444850 99330 -89180
25201 -838 -216 -446 290430 62300 -105140
25211 -804 -248 -435 142730 31150 -115640
25221 -762 -251 -470 12530 3920 -115920
25230 -733 -255 -457 -97370 -19530 -104720
25240 -660 -259 -602 -186480 -42280 -86730
25250 -650 -258 -677 -261030 -59010 -67690
25259 -666 -247 -671 -328720 -68810 -53830
25269 -677 -218 -644 -393540 -81130 -46480
25278 -635 -98 -688 -454510 -99050 -42770
25288 -637 31 -645 -517160 -116620 -40180
25298 -676 149 -636 -597380 -136220 -41720
25307 -725 287 -602 -700210 -160650 -51100
25317 -744 488 -591 -818860 -195020 -66920
25326 -765 666 -530 -939610 -241570 -85400
25336 -763 738 -531 -1044470 -298130 -104510
25346 -802 866 -455 -1118670 -353920 -125090
25355 -934 876 -411 -1155280 -396690 -149030
25365 -1021 860 -359 -1147020 -417130 -178640
25375 -1053 904 -71 -1102290 -414190 -218330
25384 -874 801 -414 -1022420 -402360 -263270
25394 -819 617 -164 -914270 -336350 -298690
25403 -916 572 114 -777700 -254030 -322770
25413 -1019 511 195 -637420 -190050 -333620
25423 -1024 296 148 -513100 -150010 -328930
25432 -1007 71 87 -398300 -124250 -306600
25442 -988 -126 58 -290780 -106260 -269150
25451 -954 -279 72 -193130 -91210 -221340
25461 -905 -394 100 -108990 -75810 -168280
25471 -847 -465 108 -41300 -57190 -112980
25480 -790 -454 125 13930 -34230 -57820
25490 -754 -394 175 60900 -8960 -6160
25500 -756 -326 246 101290 13580 36470
25509 -783 -251 324 133560 30660 64260
25519 -809 -201 373 152180 42770 75110
25528 -834 -153 438 153790 49770 71610
25538 -881 -105 521 138320 48510 57540
25548 -917 -66 579 109270 36050 37450
25557 -921 -46 576 72590 13230 16170
25567 -926 -34 566 33180 -13440 -1890
25576 -925 -38 562 -3990 -37520 -14070
25586 -907 -57 547 -31360 -57470 -20230
25596 -894 -73 516 -44870 -70000 -22540
25605 -879 -80 497 -45640 -72170 -22190
25615 -862 -95 487 -36890 -64610 -19250
25625 -882 -96 496 -21000 -49770 -14560
25634 -921 -82 486 1330 -30800 -8260
25644 -879 -77 511 31290 -10640 1050
25653 -935 -109 490 69090 10990 13090
25663 -964 -123 455 118020 37310 30450
25673 -957 -66 371 188510 66150 52850
25682 -937 -21 346 276500 102060 80500
25692 -932 35 250 375690 143990 110040
25701 -983 116 187 479360 188300 137690
25711 -988 211 124 585130 229740 162470
25721 -959 354 5 695940 265790 186970
25730 -913 533 -168 806960 301000 211960
25740 -875 693 -221 911610 339570 235130
25750 -856 863 -225 1003730 374430 251580
25759 -828 871 -190 1077860 390880 255360
25769 -713 950 -918 1121330 380240 239120
25778 -841 961 -781 1131270 385840 203350
25788 -864 853 -569 1105860 373100 159810
25798 -811 654 -754 1043420 309820 107310
25807 -775 559 -655 959140 252700 55860
25817 -756 396 -635 856100 189560 11690
25826 -772 214 -618 739200 127120 -26880
25836 -792 58 -624 613270 73640 -59710
25846 -793 -70 -600 479850 32550 -85400
25855 -788 -175 -563 343630 2730 -103320
25865 -784 -244 -525 214340 -19530 -111720
25875 -777 -276 -485 100100 -37450 -108990
25884 -747 -291 -469 5390 -54600 -95620
25894 -700 -291 -522 -69720 -72100 -74900
25903 -685 -312 -524 -129360 -84490 -51520
25913 -706 -361 -491 -181440 -92820 -31290
25923 -720 -379 -533 -228760 -102690 -18060
25932 -733 -351 -528 -275170 -112210 -9450
25942 -742 -305 -518 -330330 -124670 -3150
25951 -761 -197 -513 -401870 -140700 560
25961 -796 -147 -489 -491050 -161280 910
25971 -781 -60 -497 -589610 -188160 -1820
25980 -777 77 -515 -688450 -221690 -5250
25990 -802 191 -477 -782110 -261800 -6650
26000 -815 300 -518 -863660 -308980 -9730
26009 -790 374 -573 -924980 -357070 -16170
26019 -827 443 -456 -967050 -391440 -26390
26028 -896 473 -347 -990500 -416780 -43050
26038 -918 577 -288 -992460 -432950 -65380
26048 -955 592 -58 -972720 -434070 -92610
26057 -908 638 -201 -934640 -423500 -124390
26067 -883 526 -145 -880180 -392630 -159810
26076 -908 432 -70 -811300 -339360 -198380
26086 -983 371 46 -720790 -281890 -233660
26096 -1029 294 131 -607880 -231280 -256900
26105 -1019 199 170 -474110 -192080 -262360
26115 -974 44 182 -329350 -160090 -245560
26125 -916 -130 209 -187600 -127750 -208810
26134 -874 -231 262 -61530 -90160 -160090
26144 -823 -247 339 39970 -46480 -106610
26153 -782 -192 394 111300 700 -52850
26163 -789 -107 441 152180 47810 -4270
26173 -855 -80 471 168070 87850 31570
26182 -898 -26 465 170100 113820 49350
26192 -972 -66 498 165760 124390 49280
26201 -1027 -13 482 157430 121380 34720
26211 -1047 22 553 145040 102060 14210
26221 -989 10 453 126560 67900 -5040
26230 -939 -42 301 101780 33880 -20860
26240 -956 -72 360 76020 13790 -34440
26250 -931 -92 359 55510 -1680 -44170
26259 -879 -97 313 43750 -14350 -48930
26269 -862 -102 347 42490 -15260 -49420
26278 -846 -99 343 49420 -8540 -48370
26288 -856 -78 351 58590 2800 -46550
26298 -884 -58 371 65870 16380 -42840
26307 -899 -48 382 72730 27090 -36680
26317 -901 -39 378 81900 34020 -29820
26326 -918 -25 376 92470 38920 -22680
26336 -940 -36 365 102970 42770 -15120
26346 -949 -24 349 117880 47250 -6020
26355 -983 -54 308 140210 54670 6300
26365 -979 -46 282 178850 68320 22750
26375 -944 -30 199 243460 90930 46200
26384 -924 -6 115 326270 125300 75600
26394 -947 76 64 416500 171430 104440
26403 -1013 168 35 508130 222110 128030
26413 -1057 158 -13 598430 269010 146580
26423 -1049 281 -162 694260 310030 162960
26432 -983 380 -338 800380 349370 183610
26442 -980 486 -419 911540 389620 208320
26451 -974 556 -398 1014440 421120 228970
26461 -848 691 -883 1094800 428120 236530
26471 -810 893 -1154 1148350 436590 233940
26480 -840 981 -826 1180480 444430 225610
26490 -676 761 -1051 1171170 407890 202860
26500 -698 656 -903 1124620 347060 163240
26509 -652 444 -768 1053710 288960 116760
26519 -704 192 -735 958580 215600 65940
26528 -790 20 -665 836430 149590 9100
26538 -824 -131 -660 697060 93590 -43960
26548 -905 -308 -425 552090 52430 -83370
26557 -881 -398 -558 412370 13510 -114940
26567 -872 -357 -430 292110 -4340 -126280
26576 -851 -439 -401 190260 -14280 -112840
26586 -823 -466 -409 105490 -23590 -86940
26596 -787 -455 -411 38920 -30380 -55720
26605 -774 -452 -370 -17290 -35560 -23520
26615 -790 -456 -345 -73290 -42840 2520
26625 -818 -465 -363 -134750 -54040 17360
26634 -840 -438 -364 -203560 -66920 19880
26644 -894 -394 -353 -284830 -81200 11550
26653 -925 -349 -403 -382970 -99260 -6160
26663 -877 -255 -413 -486850 -118650 -26670
26673 -778 -110 -458 -587650 -139020 -40740
26682 -626 45 -558 -679350 -161070 -42000
26692 -560 129 -590 -760550 -179550 -31220
26701 -633 257 -518 -833560 -196490 -13230
26711 -687 556 -508 -896910 -228410 8890
26721 -692 603 -544 -957180 -275450 22400
26730 -733 693 -491 -1009680 -320600 12600
26740 -796 688 -530 -1032080 -353570 -15120
26750 -867 715 -459 -1013040 -357140 -53830
26759 -923 665 57 -961380 -335580 -101640
26769 -745 605 -418 -868840 -318430 -150920
26778 -759 491 -417 -749420 -255150 -189980
26788 -890 460 -226 -602840 -180880 -214270
26798 -996 573 -93 -449470 -127750 -218190
26807 -1086 620 -45 -320320 -103670 -200760
26817 -1028 454 -76 -231840 -100800 -170310
26826 -1049 354 -46 -175700 -104020 -141890
26836 -1101 298 57 -141960 -107870 -120890
26846 -1077 233 63 -126140 -115430 -104090
26855 -996 196 -25 -121520 -120330 -93170
26865 -960 167 15 -120680 -113190 -85190
26875 -946 135 102 -117110 -98350 -76510
26884 -920 105 89 -103950 -86800 -65240
26894 -911 83 81 -80430 -74200 -51800
26903 -912 67 88 -49420 -58800 -36820
26913 -918 64 107 -16450 -43960 -22190
26923 -937 76 133 12390 -32200 -9940
26932 -960 83 158 33180 -25410 -1470
26942 -974 96 158 46970 -23380 3570
26951 -975 116 168 58310 -23450 6930
26961 -979 132 171 71260 -22960 10360
26971 -989 131 165 88900 -20090 14070
26980 -971 122 150 115780 -12810 18620
26990 -959 132 121 154980 560 25340
27000 -957 149 97 205520 20580 34510
27009 -932 166 58 270270 47040 47390
27019 -916 237 -16 349580 79590 63910
27028 -935 278 -68 434840 117530 81900
27038 -941 380 -106 525070 158340 100520
27048 -951 504 -167 614880 198520 119910
27057 -952 557 -200 696010 238210 138880
27067 -957 626 -313 771190 275800 152670
27076 -962 691 -352 837970 309400 158830
27086 -958 711 -401 889700 330820 155120
27096 -897 668 -642 926030 337610 142030
27105 -903 601 -753 941430 341250 118510
27115 -900 529 -956 933100 340830 84490
27125 -942 458 -621 905030 336280 46410
27134 -815 330 -621 867930 308280 15260
27144 -757 270 -707 822500 266350 -8470
27153 -804 194 -569 765870 232540 -26950
27163 -822 44 -554 699510 197890 -40670
27173 -827 -68 -535 622370 163170 -51730
27182 -821 -158 -455 532700 133700 -61740
27192 -815 -180 -423 431410 105140 -70700
27201 -811 -237 -334 322000 75740 -74410
27211 -796 -273 -310 211470 45500 -71260
27221 -779 -312 -301 107800 16660 -63000
27230 -771 -340 -338 14350 -9240 -50890
27240 -753 -327 -396 -67900 -28980 -37240
27250 -741 -303 -427 -138880 -41090 -22400
27259 -750 -298 -451 -201530 -48790 -8470
27269 -748 -304 -489 -259770 -54880 1400
27278 -742 -290 -523 -315910 -59150 6930
27288 -716 -241 -570 -372890 -63280 8960
27298 -719 -176 -576 -436870 -66920 8680
27307 -706 -66 -664 -519540 -73290 5460
27317 -679 101 -615 -622790 -83860 -770
27326 -672 271 -540 -742490 -105770 -8680
27336 -657 513 -578 -863100 -151690 -16030
27346 -728 783 -476 -973700 -213990 -21350
27355 -747 871 -592 -1069810 -290990 -30030
27365 -773 936 -635 -1135960 -361830 -48440
27375 -912 975 -484 -1166340 -407820 -75530
27384 -1004 983 -563 -1157100 -433440 -113470
27394 -1113 936 153 -1112930 -422590 -155540
27403 -870 1076 -416 -1043350 -402920 -203210
27413 -791 930 -148 -945980 -357840 -246050
27423 -871 837 118 -831530 -279300 -274750
27432 -1028 738 247 -707560 -217420 -289590
27442 -1077 535 212 -590170 -179620 -290220
27451 -1041 269 138 -480690 -157990 -277690
27461 -1016 34 118 -375060 -141470 -251580
27471 -987 -145 143 -273350 -125230 -212380
27480 -936 -260 179 -181650 -106470 -166110
27490 -854 -308 239 -103810 -81830 -117600
27500 -757 -309 281 -38710 -50470 -67410
27509 -741 -278 306 14700 -13790 -19040
27519 -766 -220 368 56070 22820 21420
27528 -809 -161 422 83790 51800 47810
27538 -849 -114 471 97930 68600 58450
27548 -892 -87 514 100240 72100 56070
27557 -908 -55 521 92610 64680 45290
27567 -921 -26 543 75320 48930 30310
27576 -926 -8 548 48860 26600 14140
27586 -939 -7 541 15820 1050 -1750
27596 -937 -14 543 -17780 -23800 -16590
27605 -943 -16 561 -44730 -45640 -28980
27615 -871 -24 540 -60690 -62020 -37450
27625 -863 -87 503 -66360 -68040 -42420
27634 -884 -73 540 -61670 -64050 -44800
27644 -853 -56 521 -49280 -57960 -41440
27653 -813 -111 556 -34300 -44800 -33950
27663 -850 -121 493 -17640 -29820 -24360
27673 -840 -141 506 2170 -14350 -13160
27682 -856 -113 484 28280 490 -3360
27692 -880 -125 460 59010 15260 9240
27701 -871 -124 444 95340 31010 23940
27711 -873 -94 424 138880 49000 39620
27721 -893 -78 401 184450 69370 55300
27730 -917 -47 381 233870 91140 69440
27740 -936 -7 337 290780 114380 83230
27750 -911 54 278 359450 140070 98840
27759 -904 143 218 435050 169400 117250
27769 -918 211 165 510020 201180 137060
27778 -850 292 69 589890 233730 156870
27788 -863 411 -46 676410 268660 174650
27798 -837 522 -161 764680 306880 187810
27807 -796 656 -272 857990 347550 194950
27817 -876 798 -266 941150 385280 191870
27826 -900 778 -256 1001490 404180 176190
27836 -779 813 -886 1032360 395360 145040
27846 -872 823 -846 1030680 400470 103880
27855 -921 688 -453 1002750 399840 62370
